subjNo	 ER	 RT	 isLeft	 cohVec	 cohFac	 blocknum	 isDots
7	0	0.41571	0	5	0	51	0
7	0	0.76739	1	5	0	51	0
7	0	0.47593	1	5	0	51	0
7	0	0.44023	1	5	0	51	0
7	0	0.39906	0	5	0	51	0
7	0	0.44578	1	5	0	51	0
7	0	0.42989	1	5	0	51	0
7	0	0.35761	0	5	0	51	0
7	0	0.39431	0	5	0	51	0
7	0	0.3736	0	5	0	51	0
7	0	0.50385	1	5	0	51	0
7	0	0.41999	0	5	0	51	0
7	0	0.31177	1	5	0	51	0
7	0	0.31595	0	5	0	51	0
7	0	0.2958	1	5	0	51	0
7	0	0.43558	1	5	0	51	0
7	0	0.36876	0	5	0	51	0
7	0	0.31034	1	5	0	51	0
7	0	0.36351	0	5	0	51	0
7	0	0.38905	0	5	0	51	0
7	0	1.3995	1	12.5	1	52	1
7	0	1.1132	1	12.5	1	52	1
7	0	0.79722	1	12.5	1	52	1
7	1	1.3972	1	12.5	1	52	1
7	0	0.99676	1	12.5	1	52	1
7	1	1.3478	0	12.5	1	52	1
7	0	1.2138	0	12.5	1	52	1
7	0	1.4132	1	12.5	1	52	1
7	0	0.77934	1	12.5	1	52	1
7	0	0.73029	1	12.5	1	52	1
7	1	0.58054	0	12.5	1	52	1
7	0	0.91351	0	12.5	1	52	1
7	0	0.89694	1	12.5	1	52	1
7	0	1.0962	1	12.5	1	52	1
7	0	0.73066	1	12.5	1	52	1
7	0	0.68025	0	12.5	1	52	1
7	0	0.71343	1	12.5	1	52	1
7	0	1.397	1	12.5	1	52	1
7	0	1.7131	0	12.5	1	52	1
7	0	0.59651	1	12.5	1	52	1
7	0	0.52959	1	12.5	1	52	1
7	0	0.82984	0	12.5	1	52	1
7	0	0.94627	1	12.5	1	52	1
7	0	0.6796	0	12.5	1	52	1
7	0	1.013	1	12.5	1	52	1
7	0	0.71372	1	12.5	1	52	1
7	0	1.9135	1	12.5	1	52	1
7	0	0.56293	1	12.5	1	52	1
7	0	0.68035	0	12.5	1	52	1
7	1	0.96391	1	12.5	1	52	1
7	0	0.58056	0	12.5	1	52	1
7	0	0.76338	0	12.5	1	52	1
7	0	0.68002	1	12.5	1	52	1
7	0	0.59691	0	12.5	1	52	1
7	1	0.68003	1	12.5	1	52	1
7	0	0.5635	1	12.5	1	52	1
7	0	0.93047	0	12.5	1	52	1
7	0	1.1137	0	12.5	1	52	1
7	0	1.3908	0	12.5	1	53	1
7	0	0.61286	0	12.5	1	53	1
7	0	0.6635	0	12.5	1	53	1
7	0	0.51314	0	12.5	1	53	1
7	0	0.52993	0	12.5	1	53	1
7	1	0.71307	1	12.5	1	53	1
7	1	1.2805	0	12.5	1	53	1
7	0	0.79596	0	12.5	1	53	1
7	0	0.77898	0	12.5	1	53	1
7	1	1.1137	1	12.5	1	53	1
7	0	1.913	1	12.5	1	53	1
7	0	0.91327	0	12.5	1	53	1
7	0	1.1302	1	12.5	1	53	1
7	0	0.66382	1	12.5	1	53	1
7	0	0.96309	0	12.5	1	53	1
7	1	0.61373	0	12.5	1	53	1
7	0	1.0472	1	12.5	1	53	1
7	0	2.6637	0	12.5	1	53	1
7	0	0.8135	1	12.5	1	53	1
7	1	0.74673	1	12.5	1	53	1
7	0	1.097	0	12.5	1	53	1
7	1	2.8477	0	12.5	1	53	1
7	0	2.38	1	12.5	1	53	1
7	0	1.0471	1	12.5	1	53	1
7	0	0.86398	1	12.5	1	53	1
7	0	0.92994	1	12.5	1	53	1
7	0	1.0631	1	12.5	1	53	1
7	0	1.4965	1	12.5	1	53	1
7	0	0.64644	0	12.5	1	53	1
7	0	0.57948	0	12.5	1	53	1
7	0	1.4302	0	12.5	1	53	1
7	0	1.1136	0	12.5	1	53	1
7	0	1.2801	0	12.5	1	53	1
7	0	1.0633	0	12.5	1	53	1
7	0	1.3467	1	12.5	1	53	1
7	0	0.35244	1	5	0	54	0
7	0	0.36265	1	5	0	54	0
7	0	0.35329	1	5	0	54	0
7	0	0.34275	1	5	0	54	0
7	0	0.37333	1	5	0	54	0
7	0	0.46561	0	5	0	54	0
7	0	0.34583	1	5	0	54	0
7	0	0.34226	0	5	0	54	0
7	0	0.39424	0	5	0	54	0
7	0	0.38311	0	5	0	54	0
7	0	0.39394	1	5	0	54	0
7	0	0.40479	0	5	0	54	0
7	0	0.3621	1	5	0	54	0
7	0	0.44046	1	5	0	54	0
7	0	0.49647	0	5	0	54	0
7	0	0.44498	1	5	0	54	0
7	0	0.39364	1	5	0	54	0
7	0	0.51424	1	5	0	54	0
7	0	0.34183	0	5	0	54	0
7	0	0.40996	0	5	0	54	0
7	0	0.37792	0	5	0	54	0
7	0	0.42033	1	5	0	54	0
7	0	0.37937	0	5	0	54	0
7	0	0.33202	1	5	0	54	0
7	0	0.37762	0	5	0	54	0
7	0	0.3987	0	5	0	54	0
7	0	0.49229	0	5	0	54	0
7	0	0.37722	0	5	0	54	0
7	0	0.34707	0	5	0	54	0
7	0	0.32705	1	5	0	54	0
7	0	0.38804	0	5	0	54	0
7	0	0.47087	0	5	0	54	0
7	0	0.36806	1	5	0	54	0
7	0	0.37311	0	5	0	54	0
7	0	1.1467	1	5	0	54	0
7	0	1.1947	1	5	0	54	0
7	0	0.34751	0	5	0	54	0
7	0	0.42913	0	12.5	1	55	0
7	0	0.51792	0	12.5	1	55	0
7	0	0.43052	1	12.5	1	55	0
7	0	0.43547	1	12.5	1	55	0
7	0	0.7992	1	12.5	1	55	0
7	0	0.53944	1	12.5	1	55	0
7	0	0.46103	1	12.5	1	55	0
7	0	0.50988	1	12.5	1	55	0
7	0	0.36812	0	12.5	1	55	0
7	0	0.44077	0	12.5	1	55	0
7	0	0.37418	1	12.5	1	55	0
7	0	0.34199	0	12.5	1	55	0
7	0	0.46714	1	12.5	1	55	0
7	0	0.37364	1	12.5	1	55	0
7	0	0.34133	1	12.5	1	55	0
7	0	0.29611	0	12.5	1	55	0
7	0	0.32549	0	12.5	1	55	0
7	0	0.35755	0	12.5	1	55	0
7	0	0.39911	0	12.5	1	55	0
7	0	0.34821	1	12.5	1	55	0
7	0	0.38362	0	12.5	1	55	0
7	0	0.3421	1	12.5	1	55	0
7	0	0.35308	0	12.5	1	55	0
7	0	0.3997	0	12.5	1	55	0
7	0	0.3484	0	12.5	1	55	0
7	0	0.36854	1	12.5	1	55	0
7	0	0.2956	0	12.5	1	55	0
7	0	0.41862	0	12.5	1	55	0
7	0	0.38352	1	12.5	1	55	0
7	0	0.30103	0	12.5	1	55	0
7	0	0.3675	0	12.5	1	55	0
7	0	0.32095	1	12.5	1	55	0
7	0	0.36773	1	12.5	1	55	0
7	0	0.38905	1	12.5	1	55	0
7	0	0.29574	0	12.5	1	55	0
7	0	0.38294	1	12.5	1	55	0
7	0	0.36266	0	12.5	1	55	0
7	0	0.48541	0	12.5	1	55	0
7	0	0.51354	0	12.5	1	55	0
7	1	3.5225	0	5	0	56	1
7	0	1.4968	1	5	0	56	1
7	0	0.69684	0	5	0	56	1
7	1	0.89664	1	5	0	56	1
7	0	0.73005	0	5	0	56	1
7	0	0.63	1	5	0	56	1
7	0	0.66327	0	5	0	56	1
7	0	1.3302	0	5	0	56	1
7	0	0.89643	1	5	0	56	1
7	1	1.0298	1	5	0	56	1
7	1	1.1138	1	5	0	56	1
7	0	0.84657	0	5	0	56	1
7	0	0.6964	0	5	0	56	1
7	0	0.69624	0	5	0	56	1
7	0	1.0632	1	5	0	56	1
7	0	0.78004	0	5	0	56	1
7	1	0.8294	1	5	0	56	1
7	0	0.96357	0	5	0	56	1
7	0	0.97999	0	5	0	56	1
7	0	0.8967	0	5	0	56	1
7	0	1.0798	0	5	0	56	1
7	0	0.9629	1	5	0	56	1
7	0	0.89665	0	5	0	56	1
7	1	1.0465	1	5	0	56	1
7	0	1.0469	0	5	0	56	1
7	0	1.2134	1	5	0	56	1
7	1	0.99646	1	5	0	56	1
7	0	0.71299	0	5	0	56	1
7	0	0.91328	0	5	0	56	1
7	0	1.3806	1	5	0	56	1
7	0	0.72923	0	5	0	56	1
7	0	1.1303	1	5	0	56	1
7	0	0.71279	0	5	0	56	1
7	0	0.63025	0	5	0	56	1
7	0	0.74712	0	5	0	56	1
7	1	0.62988	1	5	0	56	1
7	0	1.0126	1	5	0	56	1
7	0	1.2577	1	12.5	1	57	1
7	0	0.79638	1	12.5	1	57	1
7	0	0.81367	1	12.5	1	57	1
7	0	0.67999	0	12.5	1	57	1
7	0	0.71281	0	12.5	1	57	1
7	1	0.56315	1	12.5	1	57	1
7	0	0.86331	1	12.5	1	57	1
7	0	1.1465	0	12.5	1	57	1
7	0	1.0298	0	12.5	1	57	1
7	0	0.96337	0	12.5	1	57	1
7	0	0.89666	0	12.5	1	57	1
7	0	0.9801	0	12.5	1	57	1
7	0	0.56355	0	12.5	1	57	1
7	0	1.0636	0	12.5	1	57	1
7	0	0.72958	1	12.5	1	57	1
7	0	1.0638	0	12.5	1	57	1
7	0	0.57996	1	12.5	1	57	1
7	0	1.0972	0	12.5	1	57	1
7	0	0.71343	1	12.5	1	57	1
7	1	1.063	1	12.5	1	57	1
7	0	0.86373	1	12.5	1	57	1
7	0	0.96356	1	12.5	1	57	1
7	0	0.61286	1	12.5	1	57	1
7	0	0.61386	0	12.5	1	57	1
7	0	0.81303	0	12.5	1	57	1
7	0	0.63067	1	12.5	1	57	1
7	0	0.76367	1	12.5	1	57	1
7	0	0.98009	0	12.5	1	57	1
7	0	0.56248	0	12.5	1	57	1
7	0	0.61323	1	12.5	1	57	1
7	0	0.72965	0	12.5	1	57	1
7	0	0.61353	1	12.5	1	57	1
7	0	0.64657	1	12.5	1	57	1
7	1	0.86366	1	12.5	1	57	1
7	0	1.2472	1	12.5	1	57	1
7	0	0.61355	0	12.5	1	57	1
7	0	1.2469	0	12.5	1	57	1
7	1	0.99667	0	12.5	1	57	1
7	0	0.67971	0	12.5	1	57	1
7	0	0.89685	1	12.5	1	57	1
7	1	0.74604	1	12.5	1	57	1
7	0	0.46093	0	5	0	58	0
7	0	0.35734	1	5	0	58	0
7	0	0.39866	1	5	0	58	0
7	0	0.35207	0	5	0	58	0
7	0	0.34728	1	5	0	58	0
7	0	0.33691	0	5	0	58	0
7	0	0.43458	0	5	0	58	0
7	0	0.31375	1	5	0	58	0
7	0	0.53738	1	5	0	58	0
7	0	0.55319	0	5	0	58	0
7	0	0.41958	1	5	0	58	0
7	0	0.53274	0	5	0	58	0
7	0	0.4251	0	5	0	58	0
7	0	0.38879	0	5	0	58	0
7	0	0.41791	1	5	0	58	0
7	0	0.46616	1	5	0	58	0
7	0	0.34742	0	5	0	58	0
7	0	0.43531	1	5	0	58	0
7	0	0.30549	0	5	0	58	0
7	0	0.39386	0	5	0	58	0
7	0	0.33699	0	5	0	58	0
7	0	0.45556	1	5	0	58	0
7	0	0.41517	1	5	0	58	0
7	0	0.40918	1	5	0	58	0
7	0	0.3936	1	5	0	58	0
7	0	0.52828	1	5	0	58	0
7	0	0.6982	0	5	0	58	0
7	0	0.48707	0	5	0	58	0
7	0	0.36306	1	5	0	58	0
7	0	0.52854	0	5	0	58	0
7	0	0.54809	1	5	0	58	0
7	0	0.7546	1	5	0	58	0
7	0	0.49761	1	5	0	58	0
7	0	0.39338	1	12.5	1	59	0
7	0	0.38809	1	12.5	1	59	0
7	0	0.4349	1	12.5	1	59	0
7	0	0.35249	0	12.5	1	59	0
7	0	0.41968	0	12.5	1	59	0
7	0	0.37762	0	12.5	1	59	0
7	0	0.34638	1	12.5	1	59	0
7	0	0.32199	0	12.5	1	59	0
7	0	0.39402	1	12.5	1	59	0
7	0	0.51744	1	12.5	1	59	0
7	0	0.29585	0	12.5	1	59	0
7	0	0.32641	1	12.5	1	59	0
7	0	0.37819	1	12.5	1	59	0
7	0	0.36361	1	12.5	1	59	0
7	0	0.33276	0	12.5	1	59	0
7	0	0.34797	1	12.5	1	59	0
7	0	0.3271	1	12.5	1	59	0
7	0	0.32714	0	12.5	1	59	0
7	1	0.2697	0	12.5	1	59	0
7	0	0.32219	0	12.5	1	59	0
7	0	0.42034	0	12.5	1	59	0
7	0	0.3264	1	12.5	1	59	0
7	0	0.30561	1	12.5	1	59	0
7	0	0.33215	0	12.5	1	59	0
7	1	0.33752	0	12.5	1	59	0
7	0	0.32688	0	12.5	1	59	0
7	0	0.42061	1	12.5	1	59	0
7	0	0.32193	0	12.5	1	59	0
7	0	0.45131	0	12.5	1	59	0
7	0	0.32767	0	12.5	1	59	0
7	0	0.38888	1	12.5	1	59	0
7	0	0.44516	1	12.5	1	59	0
7	0	0.64682	1	12.5	1	59	0
7	0	0.3982	1	12.5	1	59	0
7	0	0.50719	0	12.5	1	59	0
7	0	0.42487	1	12.5	1	59	0
7	0	0.37868	1	12.5	1	59	0
7	0	0.48702	0	12.5	1	59	0
7	0	0.40459	1	12.5	1	59	0
7	0	0.35248	0	12.5	1	59	0
7	0	1.2509	1	5	0	60	1
7	0	0.71355	0	5	0	60	1
7	1	1.313	0	5	0	60	1
7	0	1.0632	0	5	0	60	1
7	0	1.1135	1	5	0	60	1
7	1	1.0465	1	5	0	60	1
7	1	0.94633	1	5	0	60	1
7	0	1.0302	1	5	0	60	1
7	1	0.93031	1	5	0	60	1
7	0	1.5308	0	5	0	60	1
7	0	0.69637	1	5	0	60	1
7	1	1.2977	0	5	0	60	1
7	0	1.5469	1	5	0	60	1
7	0	0.79727	0	5	0	60	1
7	0	0.74679	1	5	0	60	1
7	1	0.68027	1	5	0	60	1
7	1	1.0462	1	5	0	60	1
7	0	1.4468	1	5	0	60	1
7	0	0.77971	0	5	0	60	1
7	0	1.6298	1	5	0	60	1
7	0	0.61337	0	5	0	60	1
7	0	0.71385	1	5	0	60	1
7	1	0.76324	1	5	0	60	1
7	1	1.0299	0	5	0	60	1
7	1	1.1467	1	5	0	60	1
7	1	1.6132	1	5	0	60	1
7	0	1.2795	0	5	0	60	1
7	0	1.0471	1	5	0	60	1
7	0	0.69683	0	5	0	60	1
7	1	0.81354	0	5	0	60	1
7	1	0.77998	1	5	0	60	1
7	1	2.1972	1	5	0	60	1
7	1	1.2638	0	5	0	60	1
7	0	2.748	1	5	0	60	1
7	0	1.0137	0	5	0	60	1
7	1	0.72921	0	5	0	60	1
7	0	0.91292	1	5	0	60	1
7	0	0.84641	0	5	0	60	1
7	0	0.81411	0	5	0	60	1
7	0	2.1618	0	5	0	61	1
7	0	1.7637	0	5	0	61	1
7	1	0.61363	0	5	0	61	1
7	0	0.87981	1	5	0	61	1
7	0	0.66323	0	5	0	61	1
7	1	0.69663	0	5	0	61	1
7	0	1.7972	1	5	0	61	1
7	0	0.73009	0	5	0	61	1
7	0	0.92989	0	5	0	61	1
7	0	0.73042	1	5	0	61	1
7	0	0.74707	1	5	0	61	1
7	0	1.2138	0	5	0	61	1
7	1	0.93024	0	5	0	61	1
7	0	0.96315	0	5	0	61	1
7	0	1.3806	0	5	0	61	1
7	0	0.84739	0	5	0	61	1
7	0	1.0964	0	5	0	61	1
7	0	1.0301	0	5	0	61	1
7	1	0.71267	1	5	0	61	1
7	1	0.98037	1	5	0	61	1
7	0	2.6965	0	5	0	61	1
7	0	0.71282	0	5	0	61	1
7	0	0.6794	1	5	0	61	1
7	0	0.79642	0	5	0	61	1
7	1	0.82967	1	5	0	61	1
7	0	1.0795	1	5	0	61	1
7	0	2.1639	1	5	0	61	1
7	0	0.56324	0	5	0	61	1
7	0	0.91325	1	5	0	61	1
7	0	0.86288	1	5	0	61	1
7	1	0.71333	1	5	0	61	1
7	0	1.0131	1	5	0	61	1
7	0	0.94664	0	5	0	61	1
7	0	1.313	1	5	0	61	1
7	0	0.97985	0	5	0	61	1
7	0	0.847	0	5	0	61	1
7	0	0.45124	1	12.5	1	62	0
7	0	0.47234	1	12.5	1	62	0
7	0	0.37887	0	12.5	1	62	0
7	0	0.40463	0	12.5	1	62	0
7	0	0.3892	1	12.5	1	62	0
7	0	0.39974	1	12.5	1	62	0
7	0	0.40465	0	12.5	1	62	0
7	0	0.51338	0	12.5	1	62	0
7	0	0.28873	1	12.5	1	62	0
7	0	0.34273	0	12.5	1	62	0
7	0	0.39981	0	12.5	1	62	0
7	0	0.33272	1	12.5	1	62	0
7	0	0.32231	0	12.5	1	62	0
7	0	0.38371	0	12.5	1	62	0
7	0	0.40859	1	12.5	1	62	0
7	0	1.1836	1	12.5	1	62	0
7	0	0.44065	1	12.5	1	62	0
7	0	0.42926	0	12.5	1	62	0
7	0	0.31761	1	12.5	1	62	0
7	0	0.62722	1	12.5	1	62	0
7	0	0.37378	0	12.5	1	62	0
7	0	0.35773	0	12.5	1	62	0
7	0	0.39571	0	12.5	1	62	0
7	0	0.33179	0	12.5	1	62	0
7	0	0.47802	0	12.5	1	62	0
7	0	0.49263	1	12.5	1	62	0
7	0	0.39492	1	12.5	1	62	0
7	0	0.32754	0	12.5	1	62	0
7	0	0.33744	0	12.5	1	62	0
7	0	0.35244	1	12.5	1	62	0
7	0	0.38889	1	12.5	1	62	0
7	0	0.3376	0	12.5	1	62	0
7	0	0.36254	1	12.5	1	62	0
7	0	0.40349	1	12.5	1	62	0
7	0	0.36847	1	12.5	1	62	0
7	0	0.39469	0	12.5	1	62	0
7	0	0.33757	1	12.5	1	62	0
7	0	0.4712	1	12.5	1	62	0
7	0	0.35766	0	12.5	1	62	0
7	0	0.42025	0	12.5	1	62	0
7	0	0.38453	1	5	0	63	0
7	0	0.48281	0	5	0	63	0
7	0	0.3741	0	5	0	63	0
7	0	0.3846	0	5	0	63	0
7	0	0.45126	0	5	0	63	0
7	0	0.43353	0	5	0	63	0
7	0	0.48761	1	5	0	63	0
7	0	0.41396	1	5	0	63	0
7	0	0.44158	0	5	0	63	0
7	0	0.37945	0	5	0	63	0
7	0	0.41615	0	5	0	63	0
7	0	0.40983	1	5	0	63	0
7	0	0.33777	0	5	0	63	0
7	0	0.37764	1	5	0	63	0
7	0	0.31171	0	5	0	63	0
7	0	0.38494	1	5	0	63	0
7	0	0.41529	0	5	0	63	0
7	1	0.3837	0	5	0	63	0
7	0	0.48651	1	5	0	63	0
7	0	0.34846	0	5	0	63	0
7	0	0.43688	0	5	0	63	0
7	0	0.48281	0	5	0	63	0
7	0	0.41992	1	5	0	63	0
7	0	0.48711	1	5	0	63	0
7	0	0.38411	0	5	0	63	0
7	0	0.35797	1	5	0	63	0
7	0	0.41958	1	5	0	63	0
7	0	1.0693	1	5	0	63	0
7	0	0.54996	0	5	0	63	0
7	0	0.38436	1	5	0	63	0
7	0	0.46764	0	5	0	63	0
7	0	0.44624	1	5	0	63	0
7	0	0.42606	1	5	0	63	0
7	0	0.39449	0	5	0	63	0
7	0	0.45689	0	5	0	63	0
7	1	0.99227	1	12.5	1	64	1
7	0	2.7307	1	12.5	1	64	1
7	0	0.88018	0	12.5	1	64	1
7	0	1.4305	0	12.5	1	64	1
7	0	0.59609	1	12.5	1	64	1
7	0	0.63047	0	12.5	1	64	1
7	0	0.61283	1	12.5	1	64	1
7	0	1.0794	0	12.5	1	64	1
7	0	0.77987	1	12.5	1	64	1
7	0	0.54677	0	12.5	1	64	1
7	0	0.53002	1	12.5	1	64	1
7	0	1.6806	1	12.5	1	64	1
7	0	1.1634	1	12.5	1	64	1
7	0	1.3972	1	12.5	1	64	1
7	0	0.77963	0	12.5	1	64	1
7	0	0.61298	1	12.5	1	64	1
7	0	0.64743	0	12.5	1	64	1
7	0	1.5636	0	12.5	1	64	1
7	0	0.56377	1	12.5	1	64	1
7	0	0.69585	0	12.5	1	64	1
7	0	0.56337	1	12.5	1	64	1
7	0	0.52992	0	12.5	1	64	1
7	0	0.56294	0	12.5	1	64	1
7	0	0.94697	0	12.5	1	64	1
7	1	0.54657	0	12.5	1	64	1
7	0	0.74653	1	12.5	1	64	1
7	0	0.72947	0	12.5	1	64	1
7	0	0.79742	0	12.5	1	64	1
7	0	0.59648	1	12.5	1	64	1
7	0	1.0132	0	12.5	1	64	1
7	0	0.78025	0	12.5	1	64	1
7	1	0.96367	1	12.5	1	64	1
7	0	1.1135	0	12.5	1	64	1
7	0	0.74682	1	12.5	1	64	1
7	1	1.2968	1	12.5	1	64	1
7	0	0.84708	1	12.5	1	64	1
7	0	0.82964	1	12.5	1	64	1
7	0	0.61264	0	12.5	1	64	1
7	0	0.7805	0	12.5	1	64	1
7	0	0.6466	1	12.5	1	64	1
7	0	0.81411	1	12.5	1	64	1
7	1	0.69706	1	12.5	1	64	1
8	0	0.73045	0	8	1	1	1
8	0	0.56527	1	8	1	1	1
8	1	0.76499	1	8	1	1	1
8	1	0.70613	1	8	1	1	1
8	1	1.0133	0	8	1	1	1
8	0	4.5356	0	8	1	1	1
8	0	0.80613	1	8	1	1	1
8	0	0.72358	1	8	1	1	1
8	0	1.1587	0	8	1	1	1
8	0	0.6293	1	8	1	1	1
8	0	0.86527	1	8	1	1	1
8	0	0.57099	0	8	1	1	1
8	0	1.4057	0	8	1	1	1
8	0	0.82939	0	8	1	1	1
8	0	0.53523	0	8	1	1	1
8	0	0.46465	1	8	1	1	1
8	0	0.61822	1	8	1	1	1
8	0	0.66518	1	8	1	1	1
8	0	0.61815	1	8	1	1	1
8	1	0.42963	1	8	1	1	1
8	0	0.67691	0	8	1	1	1
8	0	0.62954	0	8	1	1	1
8	0	0.77129	0	8	1	1	1
8	0	1.4887	0	8	1	1	1
8	0	0.79448	0	8	1	1	1
8	0	0.65291	1	8	1	1	1
8	1	1.1596	1	8	1	1	1
8	0	0.6299	0	8	1	1	1
8	0	0.45281	0	8	1	1	1
8	0	0.4887	0	8	1	1	1
8	0	0.594	1	8	1	1	1
8	0	0.54745	0	8	1	1	1
8	0	0.87656	1	8	1	1	1
8	0	0.5235	0	8	1	1	1
8	0	0.64096	0	8	1	1	1
8	0	0.59471	0	8	1	1	1
8	0	0.62964	1	8	1	1	1
8	0	2.253	1	8	1	1	1
8	0	0.4889	0	8	1	1	1
8	1	0.68822	0	8	1	1	1
8	0	1.5004	1	8	1	1	1
8	0	0.74778	0	8	1	1	1
8	0	0.73589	1	8	1	1	1
8	0	0.64192	0	8	1	1	1
8	0	0.40012	1	3	0	2	0
8	0	0.36831	1	3	0	2	0
8	0	0.61228	1	3	0	2	0
8	0	0.40997	1	3	0	2	0
8	0	0.42585	0	3	0	2	0
8	0	0.336	1	3	0	2	0
8	0	0.31768	0	3	0	2	0
8	1	0.35997	0	3	0	2	0
8	0	0.36835	0	3	0	2	0
8	0	0.4153	0	3	0	2	0
8	0	0.39333	0	3	0	2	0
8	0	0.38403	0	3	0	2	0
8	0	0.32874	0	3	0	2	0
8	0	0.33624	0	3	0	2	0
8	0	0.40195	1	3	0	2	0
8	0	0.37515	0	3	0	2	0
8	0	0.40203	0	3	0	2	0
8	0	0.40883	1	3	0	2	0
8	0	0.38398	0	3	0	2	0
8	0	0.30844	1	3	0	2	0
8	0	0.39029	0	3	0	2	0
8	0	0.30311	1	3	0	2	0
8	0	0.40892	1	3	0	2	0
8	0	0.31015	0	3	0	2	0
8	0	0.3606	1	3	0	2	0
8	0	0.41651	0	3	0	2	0
8	0	0.3281	0	3	0	2	0
8	0	0.3264	1	3	0	2	0
8	0	0.40925	1	3	0	2	0
8	0	0.37569	0	3	0	2	0
8	0	0.41383	1	3	0	2	0
8	0	0.39183	0	3	0	2	0
8	0	0.35091	1	3	0	2	0
8	0	0.49035	1	3	0	2	0
8	0	0.33495	0	3	0	2	0
8	0	0.38357	0	3	0	2	0
8	0	0.34436	1	3	0	2	0
8	0	0.44186	1	3	0	2	0
8	0	0.39254	0	3	0	2	0
8	0	0.40175	0	3	0	2	0
8	0	0.38872	0	8	1	3	0
8	0	0.3361	1	8	1	3	0
8	0	0.34048	0	8	1	3	0
8	0	0.41702	0	8	1	3	0
8	0	0.38334	1	8	1	3	0
8	0	0.38475	1	8	1	3	0
8	0	0.35198	1	8	1	3	0
8	0	0.32584	0	8	1	3	0
8	0	0.42596	1	8	1	3	0
8	0	0.33632	0	8	1	3	0
8	0	0.35241	0	8	1	3	0
8	0	0.31116	0	8	1	3	0
8	0	0.41579	1	8	1	3	0
8	0	0.33435	0	8	1	3	0
8	0	0.39329	0	8	1	3	0
8	0	0.5967	0	8	1	3	0
8	0	0.35124	0	8	1	3	0
8	0	0.35148	1	8	1	3	0
8	0	0.35967	0	8	1	3	0
8	0	0.37711	0	8	1	3	0
8	0	0.36008	0	8	1	3	0
8	0	0.38498	1	8	1	3	0
8	0	0.40801	1	8	1	3	0
8	0	0.45682	1	8	1	3	0
8	0	0.3288	0	8	1	3	0
8	0	0.37627	1	8	1	3	0
8	0	0.33526	0	8	1	3	0
8	0	0.37748	1	8	1	3	0
8	0	0.29673	0	8	1	3	0
8	0	0.35132	0	8	1	3	0
8	0	0.48166	0	8	1	3	0
8	0	0.33541	0	8	1	3	0
8	0	0.37728	0	8	1	3	0
8	0	0.38383	1	8	1	3	0
8	0	0.35013	0	8	1	3	0
8	0	0.38252	0	8	1	3	0
8	0	0.57088	1	8	1	3	0
8	0	0.36836	0	8	1	3	0
8	0	0.42412	1	8	1	3	0
8	0	0.41783	1	8	1	3	0
8	0	0.40025	1	8	1	3	0
8	0	1.6095	0	3	0	4	1
8	0	2.265	1	3	0	4	1
8	0	1.1591	1	3	0	4	1
8	1	0.77107	1	3	0	4	1
8	0	1.7475	0	3	0	4	1
8	0	1.5831	1	3	0	4	1
8	0	2.2066	0	3	0	4	1
8	1	1.2298	0	3	0	4	1
8	0	0.64129	0	3	0	4	1
8	0	1.0769	1	3	0	4	1
8	0	1.1706	1	3	0	4	1
8	0	0.92347	1	3	0	4	1
8	1	0.87642	1	3	0	4	1
8	0	2.3001	1	3	0	4	1
8	1	3.0175	0	3	0	4	1
8	1	2.018	1	3	0	4	1
8	1	2.6178	0	3	0	4	1
8	0	2.0065	1	3	0	4	1
8	1	1.242	0	3	0	4	1
8	1	1.136	1	3	0	4	1
8	0	1.606	0	3	0	4	1
8	0	1.4885	1	3	0	4	1
8	0	1.2998	0	3	0	4	1
8	0	1.4881	1	3	0	4	1
8	0	6.2061	1	3	0	4	1
8	0	0.95867	1	3	0	4	1
8	0	0.78272	0	3	0	4	1
8	0	0.67664	1	3	0	4	1
8	0	0.65352	0	3	0	4	1
8	0	0.57056	1	3	0	4	1
8	0	0.61831	0	3	0	4	1
8	0	0.60598	1	3	0	4	1
8	0	0.47694	0	3	0	4	1
8	0	0.74745	1	3	0	4	1
8	1	1.0945	1	3	0	5	1
8	1	4.8767	0	3	0	5	1
8	0	0.82938	0	3	0	5	1
8	0	0.60634	1	3	0	5	1
8	0	0.5949	0	3	0	5	1
8	0	0.83013	0	3	0	5	1
8	1	0.73597	1	3	0	5	1
8	0	0.60573	1	3	0	5	1
8	0	0.41816	0	3	0	5	1
8	0	0.58299	0	3	0	5	1
8	0	0.62975	1	3	0	5	1
8	0	0.54725	0	3	0	5	1
8	0	1.03	0	3	0	5	1
8	0	2.2182	1	3	0	5	1
8	0	0.80572	1	3	0	5	1
8	0	0.61765	1	3	0	5	1
8	0	0.99433	0	3	0	5	1
8	0	0.971	1	3	0	5	1
8	1	0.64175	0	3	0	5	1
8	0	0.60585	0	3	0	5	1
8	1	0.53561	1	3	0	5	1
8	1	0.87697	0	3	0	5	1
8	1	0.51251	1	3	0	5	1
8	0	0.71168	0	3	0	5	1
8	1	0.54693	0	3	0	5	1
8	0	3.1005	1	3	0	5	1
8	1	1.6767	1	3	0	5	1
8	0	0.62959	1	3	0	5	1
8	1	0.52351	1	3	0	5	1
8	0	0.48821	1	3	0	5	1
8	0	0.63003	0	3	0	5	1
8	0	0.54712	1	3	0	5	1
8	0	0.61745	1	3	0	5	1
8	0	0.50052	0	3	0	5	1
8	0	0.47627	1	3	0	5	1
