subjNo	 ER	 RT	 isLeft	 cohVec	 cohFac	 blocknum	 isDots
1	0	1.3589	0	6	1	12	1
1	0	0.77118	1	6	1	12	1
1	0	1.0414	0	6	1	12	1
1	0	0.73608	1	6	1	12	1
1	0	0.84163	0	6	1	12	1
1	0	1.1241	1	6	1	12	1
1	1	1.3361	1	6	1	12	1
1	0	0.8773	0	6	1	12	1
1	0	1.242	0	6	1	12	1
1	0	0.67712	0	6	1	12	1
1	0	0.65308	0	6	1	12	1
1	0	0.80603	0	6	1	12	1
1	0	0.80614	1	6	1	12	1
1	0	1.0412	0	6	1	12	1
1	0	0.8183	1	6	1	12	1
1	0	0.85369	0	6	1	12	1
1	0	1.3825	0	6	1	12	1
1	1	1.1359	1	6	1	12	1
1	0	1.0536	1	6	1	12	1
1	0	1.6648	1	6	1	12	1
1	0	0.80663	0	6	1	12	1
1	0	1.0177	0	6	1	12	1
1	0	0.78294	1	6	1	12	1
1	0	0.59448	0	6	1	12	1
1	0	0.84186	0	6	1	12	1
1	0	1.1461	1	6	1	12	1
1	0	0.72357	0	6	1	12	1
1	0	0.97141	0	6	1	12	1
1	1	0.95905	1	6	1	12	1
1	0	1.065	1	6	1	12	1
1	0	1.1123	1	6	1	12	1
1	0	1.2897	1	6	1	12	1
1	0	0.87715	1	6	1	12	1
1	0	0.55978	0	6	1	12	1
1	0	0.9032	1	6	1	13	1
1	0	0.61778	0	6	1	13	1
1	0	0.79431	1	6	1	13	1
1	0	0.92364	0	6	1	13	1
1	0	0.85319	1	6	1	13	1
1	0	0.71232	1	6	1	13	1
1	0	0.70099	0	6	1	13	1
1	0	0.52464	0	6	1	13	1
1	1	0.84199	1	6	1	13	1
1	0	0.60638	0	6	1	13	1
1	0	0.77142	1	6	1	13	1
1	0	0.92348	1	6	1	13	1
1	0	0.57085	0	6	1	13	1
1	0	0.84168	0	6	1	13	1
1	0	1.3944	1	6	1	13	1
1	0	0.87644	0	6	1	13	1
1	0	0.86551	1	6	1	13	1
1	0	0.71253	1	6	1	13	1
1	0	0.81775	0	6	1	13	1
1	0	0.78322	1	6	1	13	1
1	0	0.94773	1	6	1	13	1
1	0	0.62933	1	6	1	13	1
1	0	0.77152	1	6	1	13	1
1	0	1.0413	1	6	1	13	1
1	1	0.94788	1	6	1	13	1
1	0	0.80621	0	6	1	13	1
1	0	1.0298	0	6	1	13	1
1	0	0.73549	0	6	1	13	1
1	0	0.91256	0	6	1	13	1
1	0	1.4774	0	6	1	13	1
1	0	0.71195	1	6	1	13	1
1	0	0.62987	0	6	1	13	1
1	0	0.79437	0	6	1	13	1
1	0	0.99487	1	6	1	13	1
1	0	1.0765	1	6	1	13	1
1	0	1.3243	1	6	1	13	1
1	0	0.60647	0	6	1	13	1
1	0	0.60659	0	6	1	13	1
1	0	0.62985	1	6	1	13	1
1	0	0.71202	0	6	1	13	1
1	0	0.86537	0	6	1	13	1
1	0	1.1948	1	6	1	13	1
1	0	1.2772	0	6	1	13	1
1	0	0.8181	1	6	1	13	1
1	0	0.42144	1	2.5	0	14	0
1	0	0.37211	1	2.5	0	14	0
1	0	0.31628	0	2.5	0	14	0
1	0	0.4052	0	2.5	0	14	0
1	0	0.3823	0	2.5	0	14	0
1	0	0.35586	0	2.5	0	14	0
1	0	0.4446	0	2.5	0	14	0
1	0	0.38785	1	2.5	0	14	0
1	0	0.4367	1	2.5	0	14	0
1	0	0.44375	0	2.5	0	14	0
1	0	0.37178	0	2.5	0	14	0
1	0	0.40644	1	2.5	0	14	0
1	0	0.523	1	2.5	0	14	0
1	0	0.35749	0	2.5	0	14	0
1	0	0.43097	1	2.5	0	14	0
1	0	0.42872	0	2.5	0	14	0
1	0	0.45881	1	2.5	0	14	0
1	0	0.43762	1	2.5	0	14	0
1	0	0.39586	0	2.5	0	14	0
1	0	0.37992	0	2.5	0	14	0
1	0	0.41241	0	2.5	0	14	0
1	0	0.48397	0	2.5	0	14	0
1	0	0.42081	1	2.5	0	14	0
1	0	0.47797	1	2.5	0	14	0
1	0	0.42216	1	2.5	0	14	0
1	0	0.33976	0	2.5	0	14	0
1	0	0.43091	0	2.5	0	14	0
1	0	0.60487	0	2.5	0	14	0
1	0	0.47101	1	2.5	0	14	0
1	0	0.38828	0	2.5	0	14	0
1	0	0.45448	0	2.5	0	14	0
1	0	0.41418	1	2.5	0	14	0
1	0	0.42881	1	2.5	0	14	0
1	0	0.39077	1	2.5	0	14	0
1	0	0.3705	1	6	1	15	0
1	0	0.38009	1	6	1	15	0
1	0	0.40403	0	6	1	15	0
1	0	0.39616	1	6	1	15	0
1	0	0.39045	0	6	1	15	0
1	0	0.33906	1	6	1	15	0
1	0	0.37987	1	6	1	15	0
1	0	0.33298	1	6	1	15	0
1	0	0.40487	1	6	1	15	0
1	0	0.4618	0	6	1	15	0
1	0	0.42169	0	6	1	15	0
1	0	0.4298	1	6	1	15	0
1	0	0.38185	0	6	1	15	0
1	0	0.39717	1	6	1	15	0
1	0	0.3496	0	6	1	15	0
1	0	0.49333	0	6	1	15	0
1	0	0.42781	1	6	1	15	0
1	0	0.42035	1	6	1	15	0
1	0	0.33383	0	6	1	15	0
1	0	0.44299	1	6	1	15	0
1	0	0.38917	1	6	1	15	0
1	0	0.38133	1	6	1	15	0
1	0	0.43634	1	6	1	15	0
1	0	0.43528	0	6	1	15	0
1	0	0.3864	0	6	1	15	0
1	0	0.37239	1	6	1	15	0
1	0	0.41319	1	6	1	15	0
1	0	0.37022	0	6	1	15	0
1	0	0.37134	1	6	1	15	0
1	0	0.40408	1	6	1	15	0
1	0	0.37998	1	6	1	15	0
1	0	0.41278	1	6	1	15	0
1	0	0.37136	1	6	1	15	0
1	0	0.39753	1	6	1	15	0
1	0	0.4127	0	6	1	15	0
1	0	0.36289	1	6	1	15	0
1	0	0.36465	0	6	1	15	0
1	0	0.34924	1	6	1	15	0
1	0	0.94403	0	2.5	0	16	1
1	1	1.3477	1	2.5	0	16	1
1	0	1.2537	0	2.5	0	16	1
1	1	1.9595	1	2.5	0	16	1
1	0	0.92369	0	2.5	0	16	1
1	0	1.7831	0	2.5	0	16	1
1	0	2.924	0	2.5	0	16	1
1	0	0.81761	1	2.5	0	16	1
1	1	0.8768	1	2.5	0	16	1
1	0	2.0302	1	2.5	0	16	1
1	0	1.8418	1	2.5	0	16	1
1	1	0.72374	1	2.5	0	16	1
1	0	1.1712	0	2.5	0	16	1
1	1	1.0767	1	2.5	0	16	1
1	1	1.406	1	2.5	0	16	1
1	1	2.6652	1	2.5	0	16	1
1	1	3.0539	1	2.5	0	16	1
1	0	1.7476	1	2.5	0	16	1
1	0	1.5832	1	2.5	0	16	1
1	1	2.489	1	2.5	0	16	1
1	0	5.2891	0	2.5	0	16	1
1	0	1.2418	0	2.5	0	16	1
1	0	1.1123	0	2.5	0	16	1
1	0	1.2533	1	2.5	0	16	1
1	0	0.67681	0	2.5	0	16	1
1	0	1.2537	1	2.5	0	16	1
1	0	1.0297	1	2.5	0	16	1
1	1	0.77148	1	2.5	0	16	1
1	0	0.77149	1	2.5	0	16	1
1	1	0.84196	0	2.5	0	16	1
1	0	1.5709	1	2.5	0	16	1
1	0	0.77102	0	2.5	0	16	1
1	0	1.8769	0	2.5	0	16	1
1	0	0.37374	0	2.5	0	17	0
1	0	0.31605	1	2.5	0	17	0
1	0	0.37351	0	2.5	0	17	0
1	0	0.3157	0	2.5	0	17	0
1	0	0.33284	1	2.5	0	17	0
1	0	0.50154	1	2.5	0	17	0
1	0	0.40424	1	2.5	0	17	0
1	0	0.45356	0	2.5	0	17	0
1	0	0.39842	0	2.5	0	17	0
1	0	0.28477	0	2.5	0	17	0
1	0	0.36556	0	2.5	0	17	0
1	0	0.44666	1	2.5	0	17	0
1	0	0.3813	0	2.5	0	17	0
1	0	0.42003	0	2.5	0	17	0
1	0	0.50971	1	2.5	0	17	0
1	0	0.36806	1	2.5	0	17	0
1	0	0.33349	0	2.5	0	17	0
1	0	0.38786	0	2.5	0	17	0
1	0	0.41261	0	2.5	0	17	0
1	0	0.38719	0	2.5	0	17	0
1	1	0.29988	1	2.5	0	17	0
1	0	0.40525	1	2.5	0	17	0
1	0	0.36503	1	2.5	0	17	0
1	0	0.35786	1	2.5	0	17	0
1	0	0.47148	0	2.5	0	17	0
1	0	0.43721	0	2.5	0	17	0
1	0	0.38949	1	2.5	0	17	0
1	0	0.43062	0	2.5	0	17	0
1	0	0.38996	0	2.5	0	17	0
1	0	0.38992	1	2.5	0	17	0
1	0	0.34742	1	2.5	0	17	0
1	0	0.47897	0	2.5	0	17	0
1	0	0.4135	0	2.5	0	17	0
1	0	0.37208	1	2.5	0	17	0
1	0	0.37958	0	2.5	0	17	0
1	0	1.1187	1	6	1	18	1
1	0	1.1115	1	6	1	18	1
1	0	1.0297	1	6	1	18	1
1	0	1.1591	1	6	1	18	1
1	0	1.136	1	6	1	18	1
1	0	0.92334	0	6	1	18	1
1	0	1.7478	1	6	1	18	1
1	0	0.70037	0	6	1	18	1
1	0	1.7472	0	6	1	18	1
1	0	0.67693	1	6	1	18	1
1	0	1.1479	1	6	1	18	1
1	0	0.73555	0	6	1	18	1
1	0	0.86545	1	6	1	18	1
1	0	1.7591	1	6	1	18	1
1	0	0.77072	0	6	1	18	1
1	0	0.84149	1	6	1	18	1
1	0	0.62952	1	6	1	18	1
1	0	1.783	1	6	1	18	1
1	0	1.536	0	6	1	18	1
1	0	0.72404	0	6	1	18	1
1	0	0.59456	0	6	1	18	1
1	0	0.88951	0	6	1	18	1
1	0	0.67677	1	6	1	18	1
1	0	1.0649	0	6	1	18	1
1	0	0.81766	0	6	1	18	1
1	0	0.65327	0	6	1	18	1
1	0	0.61792	0	6	1	18	1
1	0	0.65366	1	6	1	18	1
1	0	0.6882	0	6	1	18	1
1	0	0.6069	0	6	1	18	1
1	0	0.66553	0	6	1	18	1
1	0	0.68869	1	6	1	18	1
1	0	0.62945	0	6	1	18	1
1	0	0.58308	0	6	1	18	1
1	0	0.59586	0	6	1	18	1
1	0	0.77066	0	6	1	18	1
1	0	0.58248	0	6	1	18	1
1	0	0.60619	1	6	1	18	1
1	1	0.60621	1	6	1	18	1
1	0	1.0885	1	6	1	18	1
1	1	2.0737	1	2.5	0	19	1
1	0	1.3238	1	2.5	0	19	1
1	0	0.92363	1	2.5	0	19	1
1	0	1.7825	0	2.5	0	19	1
1	0	1.2416	0	2.5	0	19	1
1	0	1.1706	0	2.5	0	19	1
1	0	1.9477	0	2.5	0	19	1
1	0	1.0773	0	2.5	0	19	1
1	0	0.95947	0	2.5	0	19	1
1	1	1.3122	1	2.5	0	19	1
1	1	1.1589	0	2.5	0	19	1
1	1	2.5827	1	2.5	0	19	1
1	0	1.9592	0	2.5	0	19	1
1	1	1.2651	1	2.5	0	19	1
1	0	2.8412	1	2.5	0	19	1
1	0	1.5234	1	2.5	0	19	1
1	0	0.8532	0	2.5	0	19	1
1	0	0.75902	0	2.5	0	19	1
1	0	3.3481	1	2.5	0	19	1
1	1	0.78244	1	2.5	0	19	1
1	0	0.67666	0	2.5	0	19	1
1	1	0.98277	1	2.5	0	19	1
1	0	1.0296	0	2.5	0	19	1
